,Country,Country code,Job,Currency Notation,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand,convert,Avg. salary (USD),Max. salary (USD),Min. salary (USD)
298,AUSTRALIA,AU,Accountant,AU$,58025.0,43000.0,81000.0,"Newcastle, New South Wales",-9%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']",0.73,42358.25,59130.0,31390.0
299,AUSTRALIA,AU,Finance_Manager,AU$,95250.0,63000.0,138000.0,"Sydney, New South Wales",+12%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73,69532.5,100740.0,45990.0
300,AUSTRALIA,AU,Finance_Manager,AU$,95250.0,63000.0,138000.0,"Perth, Western Australia",+5%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73,69532.5,100740.0,45990.0
301,AUSTRALIA,AU,Finance_Manager,AU$,95250.0,63000.0,138000.0,"Melbourne, Victoria",+2%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73,69532.5,100740.0,45990.0
302,AUSTRALIA,AU,Finance_Manager,AU$,95250.0,63000.0,138000.0,"Brisbane, Queensland",+2%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73,69532.5,100740.0,45990.0
303,AUSTRALIA,AU,Finance_Manager,AU$,95250.0,63000.0,138000.0,"Bendigo, Victoria",-14%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73,69532.5,100740.0,45990.0
304,AUSTRALIA,AU,Finance_Manager,AU$,95250.0,63000.0,138000.0,"Adelaide, South Australia",-15%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73,69532.5,100740.0,45990.0
305,AUSTRALIA,AU,Finance_Manager,AU$,95250.0,63000.0,138000.0,"Gold Coast, Queensland",-20%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']",0.73,69532.5,100740.0,45990.0
306,AUSTRALIA,AU,Chartered_Accountant,AU$,72028.0,54000.0,108000.0,"Newcastle, New South Wales",+13%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73,52580.44,78840.0,39420.0
307,AUSTRALIA,AU,Chartered_Accountant,AU$,72028.0,54000.0,108000.0,"Cairns, Queensland",+11%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73,52580.44,78840.0,39420.0
308,AUSTRALIA,AU,Chartered_Accountant,AU$,72028.0,54000.0,108000.0,"Perth, Western Australia",+10%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73,52580.44,78840.0,39420.0
309,AUSTRALIA,AU,Chartered_Accountant,AU$,72028.0,54000.0,108000.0,"Sydney, New South Wales",+5%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73,52580.44,78840.0,39420.0
310,AUSTRALIA,AU,Chartered_Accountant,AU$,72028.0,54000.0,108000.0,"Adelaide, South Australia",-3%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73,52580.44,78840.0,39420.0
311,AUSTRALIA,AU,Chartered_Accountant,AU$,72028.0,54000.0,108000.0,"Melbourne, Victoria",-8%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73,52580.44,78840.0,39420.0
312,AUSTRALIA,AU,Chartered_Accountant,AU$,72028.0,54000.0,108000.0,"Brisbane, Queensland",-9%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']",0.73,52580.44,78840.0,39420.0
313,AUSTRALIA,AU,Financial_Analyst,AU$,74625.0,53000.0,101000.0,"Perth, Western Australia",+12%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73,54476.25,73730.0,38690.0
314,AUSTRALIA,AU,Financial_Analyst,AU$,74625.0,53000.0,101000.0,"Hobart, Tasmania",+7%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73,54476.25,73730.0,38690.0
315,AUSTRALIA,AU,Financial_Analyst,AU$,74625.0,53000.0,101000.0,"Melbourne, Victoria",+1%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73,54476.25,73730.0,38690.0
316,AUSTRALIA,AU,Financial_Analyst,AU$,74625.0,53000.0,101000.0,"Sydney, New South Wales",-1%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73,54476.25,73730.0,38690.0
317,AUSTRALIA,AU,Financial_Analyst,AU$,74625.0,53000.0,101000.0,"Brisbane, Queensland",-3%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73,54476.25,73730.0,38690.0
318,AUSTRALIA,AU,Financial_Analyst,AU$,74625.0,53000.0,101000.0,"Adelaide, South Australia",-6%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73,54476.25,73730.0,38690.0
319,AUSTRALIA,AU,Financial_Analyst,AU$,74625.0,53000.0,101000.0,"Gold Coast, Queensland",-33%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']",0.73,54476.25,73730.0,38690.0
320,AUSTRALIA,AU,Design_Architect,AU$,64710.0,51000.0,99000.0,"Brisbane, Queensland",+7%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73,47238.299999999996,72270.0,37230.0
321,AUSTRALIA,AU,Design_Architect,AU$,64710.0,51000.0,99000.0,"Adelaide, South Australia",+4%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73,47238.299999999996,72270.0,37230.0
322,AUSTRALIA,AU,Design_Architect,AU$,64710.0,51000.0,99000.0,"Sydney, New South Wales",-0%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73,47238.299999999996,72270.0,37230.0
323,AUSTRALIA,AU,Design_Architect,AU$,64710.0,51000.0,99000.0,"Melbourne, Victoria",-0%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73,47238.299999999996,72270.0,37230.0
324,AUSTRALIA,AU,Design_Architect,AU$,64710.0,51000.0,99000.0,"Perth, Western Australia",-3%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73,47238.299999999996,72270.0,37230.0
325,AUSTRALIA,AU,Design_Architect,AU$,64710.0,51000.0,99000.0,"Newcastle, New South Wales",-3%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73,47238.299999999996,72270.0,37230.0
326,AUSTRALIA,AU,Design_Architect,AU$,64710.0,51000.0,99000.0,"Gold Coast, Queensland",-16%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']",0.73,47238.299999999996,72270.0,37230.0
327,AUSTRALIA,AU,Environmental_Engineer,AU$,71290.0,54000.0,100000.0,"Perth, Western Australia",+4%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73,52041.7,73000.0,39420.0
328,AUSTRALIA,AU,Environmental_Engineer,AU$,71290.0,54000.0,100000.0,"Adelaide, South Australia",+3%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73,52041.7,73000.0,39420.0
329,AUSTRALIA,AU,Environmental_Engineer,AU$,71290.0,54000.0,100000.0,"Melbourne, Victoria",+2%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73,52041.7,73000.0,39420.0
330,AUSTRALIA,AU,Environmental_Engineer,AU$,71290.0,54000.0,100000.0,"Sydney, New South Wales",-2%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73,52041.7,73000.0,39420.0
331,AUSTRALIA,AU,Environmental_Engineer,AU$,71290.0,54000.0,100000.0,"Brisbane, Queensland",-6%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73,52041.7,73000.0,39420.0
332,AUSTRALIA,AU,Environmental_Engineer,AU$,71290.0,54000.0,100000.0,"Newcastle, New South Wales",-14%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']",0.73,52041.7,73000.0,39420.0
333,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,AU$,177610.0,91000.0,216000.0,"Sydney, New South Wales",+8%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73,129655.3,157680.0,66430.0
334,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,AU$,177610.0,91000.0,216000.0,"Canberra, Australian Capital Territory (ACT)",+1%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73,129655.3,157680.0,66430.0
335,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,AU$,177610.0,91000.0,216000.0,"Melbourne, Victoria",-0%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73,129655.3,157680.0,66430.0
336,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,AU$,177610.0,91000.0,216000.0,"Adelaide, South Australia",-0%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73,129655.3,157680.0,66430.0
337,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,AU$,177610.0,91000.0,216000.0,"Brisbane, Queensland",-1%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']",0.73,129655.3,157680.0,66430.0
338,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,AU$,146560.0,103000.0,170000.0,"Sydney, New South Wales",-1%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']",0.73,106988.8,124100.0,75190.0
339,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,AU$,146560.0,103000.0,170000.0,"Melbourne, Victoria",-2%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']",0.73,106988.8,124100.0,75190.0
340,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,AU$,146560.0,103000.0,170000.0,"Brisbane, Queensland",-10%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']",0.73,106988.8,124100.0,75190.0
341,AUSTRALIA,AU,General_Manager,AU$,116766.0,69000.0,203000.0,"Sydney, New South Wales",+12%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73,85239.18,148190.0,50370.0
342,AUSTRALIA,AU,General_Manager,AU$,116766.0,69000.0,203000.0,"Brisbane, Queensland",+11%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73,85239.18,148190.0,50370.0
343,AUSTRALIA,AU,General_Manager,AU$,116766.0,69000.0,203000.0,"Perth, Western Australia",+3%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73,85239.18,148190.0,50370.0
344,AUSTRALIA,AU,General_Manager,AU$,116766.0,69000.0,203000.0,"Melbourne, Victoria",-0%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73,85239.18,148190.0,50370.0
345,AUSTRALIA,AU,General_Manager,AU$,116766.0,69000.0,203000.0,"Adelaide, South Australia",-10%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']",0.73,85239.18,148190.0,50370.0
346,AUSTRALIA,AU,Deputy_General_Manager,AU$,117520.0,55000.0,248000.0,"Sydney, New South Wales",+28%,57.1%,42.9%,['Operations Management'],0.73,85789.59999999999,181040.0,40150.0
347,AUSTRALIA,AU,Deputy_General_Manager,AU$,117520.0,55000.0,248000.0,"Melbourne, Victoria",-12%,57.1%,42.9%,['Operations Management'],0.73,85789.59999999999,181040.0,40150.0
348,AUSTRALIA,AU,Network_Engineer,AU$,77949.0,54000.0,112000.0,"Canberra, Australian Capital Territory (ACT)",+14%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73,56902.77,81760.0,39420.0
349,AUSTRALIA,AU,Network_Engineer,AU$,77949.0,54000.0,112000.0,"Perth, Western Australia",+3%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73,56902.77,81760.0,39420.0
350,AUSTRALIA,AU,Network_Engineer,AU$,77949.0,54000.0,112000.0,"Canberra, Australian Capital Territory",+3%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73,56902.77,81760.0,39420.0
351,AUSTRALIA,AU,Network_Engineer,AU$,77949.0,54000.0,112000.0,"Sydney, New South Wales",+2%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73,56902.77,81760.0,39420.0
352,AUSTRALIA,AU,Network_Engineer,AU$,77949.0,54000.0,112000.0,"Brisbane, Queensland",+1%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73,56902.77,81760.0,39420.0
353,AUSTRALIA,AU,Network_Engineer,AU$,77949.0,54000.0,112000.0,"Adelaide, South Australia",-2%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73,56902.77,81760.0,39420.0
354,AUSTRALIA,AU,Network_Engineer,AU$,77949.0,54000.0,112000.0,"Melbourne, Victoria",-9%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']",0.73,56902.77,81760.0,39420.0
355,AUSTRALIA,AU,Database_Administrator_(DBA),AU$,72289.0,50000.0,111000.0,"Perth, Western Australia",+14%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73,52770.97,81030.0,36500.0
356,AUSTRALIA,AU,Database_Administrator_(DBA),AU$,72289.0,50000.0,111000.0,"Canberra, Australian Capital Territory (ACT)",+9%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73,52770.97,81030.0,36500.0
357,AUSTRALIA,AU,Database_Administrator_(DBA),AU$,72289.0,50000.0,111000.0,"Sydney, New South Wales",+5%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73,52770.97,81030.0,36500.0
358,AUSTRALIA,AU,Database_Administrator_(DBA),AU$,72289.0,50000.0,111000.0,"Hobart, Tasmania",+5%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73,52770.97,81030.0,36500.0
359,AUSTRALIA,AU,Database_Administrator_(DBA),AU$,72289.0,50000.0,111000.0,"Melbourne, Victoria",+4%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73,52770.97,81030.0,36500.0
360,AUSTRALIA,AU,Database_Administrator_(DBA),AU$,72289.0,50000.0,111000.0,"Adelaide, South Australia",+1%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73,52770.97,81030.0,36500.0
361,AUSTRALIA,AU,Database_Administrator_(DBA),AU$,72289.0,50000.0,111000.0,"Brisbane, Queensland",-6%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']",0.73,52770.97,81030.0,36500.0
362,AUSTRALIA,AU,Data_Engineer,AU$,101124.0,61000.0,135000.0,"Perth, Western Australia",+18%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73,73820.52,98550.0,44530.0
363,AUSTRALIA,AU,Data_Engineer,AU$,101124.0,61000.0,135000.0,"Brisbane, Queensland",+12%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73,73820.52,98550.0,44530.0
364,AUSTRALIA,AU,Data_Engineer,AU$,101124.0,61000.0,135000.0,"Melbourne, Victoria",+7%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73,73820.52,98550.0,44530.0
365,AUSTRALIA,AU,Data_Engineer,AU$,101124.0,61000.0,135000.0,"Sydney, New South Wales",+1%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73,73820.52,98550.0,44530.0
366,AUSTRALIA,AU,Data_Engineer,AU$,101124.0,61000.0,135000.0,"Adelaide, South Australia",-1%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']",0.73,73820.52,98550.0,44530.0
367,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),AU$,68398.0,48000.0,92000.0,"Adelaide, South Australia",+6%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73,49930.54,67160.0,35040.0
368,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),AU$,68398.0,48000.0,92000.0,"Melbourne, Victoria",+1%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73,49930.54,67160.0,35040.0
369,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),AU$,68398.0,48000.0,92000.0,"Sydney, New South Wales",-5%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73,49930.54,67160.0,35040.0
370,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),AU$,68398.0,48000.0,92000.0,"Brisbane, Queensland",-7%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73,49930.54,67160.0,35040.0
371,AUSTRALIA,AU,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),AU$,68398.0,48000.0,92000.0,"Perth, Western Australia",-15%,47.2%,50.6%,"['C++ Programming Language', 'System Testing', 'Test Planning', 'Selenium Automated Test Tool', 'Python', 'Test Automation', 'HTML', 'Software Test', 'Regression Testing', 'Black Box Testing']",0.73,49930.54,67160.0,35040.0
372,AUSTRALIA,AU,Lead_Software_Engineer,AU$,122122.0,90000.0,159000.0,"Melbourne, Victoria",+3%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73,89149.06,116070.0,65700.0
373,AUSTRALIA,AU,Lead_Software_Engineer,AU$,122122.0,90000.0,159000.0,"Sydney, New South Wales",-0%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73,89149.06,116070.0,65700.0
374,AUSTRALIA,AU,Lead_Software_Engineer,AU$,122122.0,90000.0,159000.0,"Brisbane, Queensland",-2%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73,89149.06,116070.0,65700.0
375,AUSTRALIA,AU,Lead_Software_Engineer,AU$,122122.0,90000.0,159000.0,"Perth, Western Australia",-12%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73,89149.06,116070.0,65700.0
376,AUSTRALIA,AU,Lead_Software_Engineer,AU$,122122.0,90000.0,159000.0,"Adelaide, South Australia",-19%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73,89149.06,116070.0,65700.0
377,AUSTRALIA,AU,Lead_Software_Engineer,AU$,122122.0,90000.0,159000.0,"Canberra, Australian Capital Territory (ACT)",-22%,91.7%,6%,"['Amazon Web Services (AWS)', 'Python', 'Software Development', 'Software Architecture', 'React.js', 'C# Programming Language', 'C++ Programming Language', 'SQL', 'PHP', 'Java/J2EE']",0.73,89149.06,116070.0,65700.0
378,AUSTRALIA,AU,Web_Developer,AU$,61691.0,46000.0,87000.0,"Canberra, Australian Capital Territory (ACT)",+17%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73,45034.43,63510.0,33580.0
